state	review_order	family	disposition	governing_record	lines	bytes	sha256	path
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	516	17221	4c9213c756509b470cd59cac89606042358cbeab7331d4e562410bc38252e8d5	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-compiled-01-selected.json
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	16	1074	9f3c4b9c1c4ccc175f3b38ada2ba9ab435593e4bdc5617dd38abfb85bff249d9	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-compiled-01-selected.md
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	358	11939	aa1d60e7dd30e32b8910550ad57ebd8d914e923d03b397f652b54b256a8cd1db	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-compiled-02-selected.json
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	15	921	e82884415cdedb3c747e10e0a2a2ea6b6f70030a9455839c10167ec1c692ec3e	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-compiled-02-selected.md
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	518	17354	88226e2f1b9f3f6c70d8c973355a6a8a989ca5115287bff892df47c6398c3bfa	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-compiled-03-selected.json
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	16	1058	dd2ee5b0566397d205073dec31d2f5b97d9c1f16f1257161892497038fc4a705	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-compiled-03-selected.md
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	512	17194	38e86da32917775a23ef3efb8edbce353eb9762eeea04768bbb535fb65b5e800	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-compiled-04-selected.json
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	16	1082	c25f3be9015bcc11ea33b2a7231de114fd59c0833e89d99915ca29048a983ba4	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-compiled-04-selected.md
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	526	17922	98635077201c25348b8611d1f0dba4aa3081c9ac83286a0235f7153e7aa2abda	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-compiled-05-selected.json
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	16	1111	d5f3f3b1ba8ce0da6cbf26133ab0ac905b52bf5ce1091a2c1592244b65a33f25	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-compiled-05-selected.md
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	357	11938	f519ec6cd57e6189a91ce6eb47aa0ff9fe927f6b1fabc96465c6f4dfc4e929a5	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-compiled-06-selected.json
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	15	923	bf9b7d447ff52fe4f6506d6a497563a398f614e05c1d27d10d6e7e2c3b6f123b	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-compiled-06-selected.md
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	347	11625	e22754d911f6a495daa6410ff2220029df664ee3f4d1dbdeb1b770789fa09f0f	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-compiled-07-selected.json
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	15	923	108d727efa0d98650b1c4a38ea58d1ef39342e99cb23183efbba96ced7a0b2de	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-compiled-07-selected.md
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	952	30729	02d4236ee114b218af660a6052744c6e612e41c8eb162e024b4938862b5cfcb9	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-go-reference.json
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	29	4249	6ac2e8d17d12b28473a37dcfbb9ce7b8ded651c4076fa824258f789008110c21	v12/docs/perf-baselines/2026-07-29-compiled-go1265-generality-go-reference.md
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	140	214512	57936ab2bdc3eb205b96b88933d735c5051dca979a05f553bce6bf17bb5ff4fa	v12/docs/perf-baselines/2026-07-29-compiled-go1265-refresh.json
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	191	20481	eca9218d2d9347eab5af98331abd6ebc5fe4dc954a69222d4ebccf4f2b3ace44	v12/docs/perf-baselines/2026-07-29-compiled-go1265-refresh.md
untracked	4	handoff-release-boundary	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	111	5242	dcd8a07578e2f5477e2669fa895327f711e0465bf71fe9ff14dc14baf342bec3	v12/docs/perf-baselines/2026-07-29-compiled-go1265-scorecard-refresh.md
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	64	1957	044162d61db4d1f26ba135a4a7269ebf9b1feae2110521b6d2aa64aa8b283a5f	v12/docs/perf-baselines/2026-07-29-compiled-go1265-stability-i-before-e-go-reference.json
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	12	524	6c09c7fcb3ccae146e4c406b91af597d7230e6d15e209ce54ccb7d8457634e87	v12/docs/perf-baselines/2026-07-29-compiled-go1265-stability-i-before-e-go-reference.md
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	192	6367	63359ebd031c63e4c9f2149ba4e0632f366ff3e45aef3bb81820b8fd2d73beef	v12/docs/perf-baselines/2026-07-29-compiled-go1265-stability-i-before-e.json
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	14	767	7cc7832bb8dea9c888110f28647ee69f8f5ad40c0760e1536df9e25445bbdd68	v12/docs/perf-baselines/2026-07-29-compiled-go1265-stability-i-before-e.md
untracked	2	compiled-go1265-scorecard-evidence	retain	2026-07-29-compiled-go1265-scorecard-refresh.md	8	272	d8126a7ee93174b48c3c597839bac1620f3ab7b6babe10e23eb0f95c1d3bc28b	v12/docs/perf-baselines/2026-07-29-compiled-go1265-stdlib-source-state.json
untracked	hold	deferred-wasm	hold	deferred-wasm	75	3343	07b56a937feadc1f523115e1ba74b0bd8d6297630ba2eeb3100c78142622d97e	v12/docs/wasm-host-output-bridge.md
untracked	hold	deferred-wasm	hold	deferred-wasm	101	5261	829729f2b51305660557e827a0c45377e7c3b3ff669951389997dd3a3a9abeee	v12/docs/wasm-prototype-status.md
untracked	hold	deferred-wasm	hold	deferred-wasm	186	7779	13ffc9b7e3f4270fc73e832dc47ec039a709188d9cb0f434f0ac4082c9beb140	v12/docs/wasm-source-module-loader.md
untracked	hold	deferred-wasm	hold	deferred-wasm	19	587	d16d5096bf856d53fed1dbef7e8db8de2040273718f901a490204c3c61407085	v12/interpreters/go/pkg/interpreter/bytecode_i32_frame_proof_wasm.go
untracked	hold	deferred-wasm	hold	deferred-wasm	9	221	36f8ebbca98f41533c98e188f429fef3d67ec95e6eb0a52b53fd8ea320c1b20b	v12/interpreters/go/pkg/interpreter/bytecode_scalar_proof_wasm.go
untracked	hold	deferred-wasm	hold	deferred-wasm	38	1067	9a41ed27c7efc991541a1e99fcfe8c94c8d760d3bb7125d20e212d152864ad48	v12/interpreters/go/pkg/interpreter/bytecode_type_proofs_wasm.go
untracked	hold	deferred-wasm	hold	deferred-wasm	81	2272	a3f31b6772d711468976db190fbef554d2130ed8788e1f043eef2e4e5cea2214	v12/interpreters/go/pkg/interpreter/extern_host_wasm.go
untracked	hold	deferred-wasm	hold	deferred-wasm	49	1393	39545e11b8fc2be6352be5c58cf0a3bfec95c976e33f81c7e43d7d93a7652468	v12/interpreters/go/pkg/interpreter/interpreter_typecheck_wasm.go
untracked	hold	deferred-wasm	hold	deferred-wasm	17	489	95ca28d5c570991d509b3c9b7820e1624d46ae1536f0df7ad575ce15c4cfb2fd	v12/interpreters/go/pkg/interpreter/interpreter_typechecker_state_wasm.go
untracked	hold	deferred-wasm	hold	deferred-wasm	12	250	f091ad15b8bb5b0785a07ed092b38976b89d151a2a6284318e5cf258384bdf5b	v12/interpreters/go/pkg/interpreter/static_receiver_type_hints_wasm.go
untracked	hold	deferred-wasm	hold	deferred-wasm	15	472	d377b7b0c6945aabe1cdcf7f91799d17921895c67052e4e74b22b790c3407fb7	v12/wasm/browser_smoke.html
untracked	hold	deferred-wasm	hold	deferred-wasm	145	4426	8cd1c6c5de7f16fe131a925de920ae52294399f5aed5ab92540808a5c2ef450d	v12/wasm/browser_smoke.mjs
untracked	hold	deferred-wasm	hold	deferred-wasm	202	7301	a65d1904a162fe057a4433e560df6b9979f36dbaa05203ba7009ce139634f1f4	v12/wasm/browser_smoke.test.mjs
untracked	hold	deferred-wasm	hold	deferred-wasm	256	8343	0481cbb4b60de2bc7f643f1f7dc18b87f1cdc1d0e14b91275e5c04304f6cb44a	v12/wasm/module_loader.mjs
untracked	hold	deferred-wasm	hold	deferred-wasm	123	3571	35faa2aaa839b56421ec4542d80d9bae0c97bc4e4050f5f61737cc16f6391e3e	v12/wasm/module_loader.test.mjs
untracked	hold	deferred-wasm	hold	deferred-wasm	25	843	24998e92528b9835bb9dbafa09b89180a39b13f2137e16af8b2bb86a70e05b3d	v12/wasm/node_ast_parser.mjs
untracked	hold	deferred-wasm	hold	deferred-wasm	19	568	4246304e7edbed8ebc9aeb217226cfb3199cd7c2d30825aad06fef6e7f1473a6	v12/wasm/node_source_provider.mjs
untracked	hold	deferred-wasm	hold	deferred-wasm	24	600	ba25c89c60c9bb8263dd3cc0c5bd028230ce5a4746bca145ce3299889a7746f0	v12/wasm/samples/addition.ast.json
untracked	hold	deferred-wasm	hold	deferred-wasm	27	666	f1890f577bf36b8ccdb2b9bfaf632b32c308942aaae52b2e8f791cdf767b91b8	v12/wasm/samples/extern-go-unavailable.ast.json
untracked	hold	deferred-wasm	hold	deferred-wasm	9	97	a031a15309dfcc8e2db062ba1cc15d8e194c09445ccf932222ab2b1218aca02d	v12/wasm/samples/host-error.ast.json
untracked	hold	deferred-wasm	hold	deferred-wasm	24	397	93781903139b8396b04d431c3a7a7c775baef219ebb8358b135713ac7255ee08	v12/wasm/samples/host-output.ast.json
untracked	hold	deferred-wasm	hold	deferred-wasm	3	24	91609b9103897c9c2845beac58b0a1034a8953c7771cdb35b23ed6e5f5b05e15	v12/wasm/samples/modules/dep.able
untracked	hold	deferred-wasm	hold	deferred-wasm	6	56	bf4de94bce498adf6fa49cd7475bc88eae080388cd3060685db89fbe6db5cc7f	v12/wasm/samples/modules/main.able
untracked	hold	deferred-wasm	hold	deferred-wasm	5	52	72b70be0c839320021300191292c1b9f03296f24e8b8570b25445dc8fbcee0cd	v12/wasm/samples/modules/math.able
untracked	hold	deferred-wasm	hold	deferred-wasm	26	780	8add2d9f8b812b1c5dce4a82b3b6154a258ddc169861802bc36e24e4f9394070	v12/wasm/source_request.mjs
untracked	hold	deferred-wasm	hold	deferred-wasm	87	2556	24490912c67183e5484bc7c783f6d416043a36db139a9b5fc59b315a1c9ae520	v12/wasm/source_request.test.mjs
